time_s,total_queue,vip_queue,phase
10.915,3,0,NS
10.932,3,0,NS
10.949,3,0,NS
10.966,3,0,NS
10.983,3,0,NS
11.0,3,0,NS
11.017,3,0,NS
11.034,3,0,NS
11.051,3,0,NS
11.068,3,0,NS
11.085,3,0,NS
11.102,3,0,NS
11.119,3,0,NS
11.136,3,0,NS
11.153,3,0,NS
11.17,3,0,NS
11.187,3,0,NS
11.204,3,0,NS
11.221,3,0,NS
11.238,3,0,NS
11.255,3,0,NS
11.272,3,0,NS
11.289,3,0,NS
11.306,3,0,NS
11.323,3,0,NS
11.34,3,0,NS
11.357,3,0,NS
11.374,3,0,NS
11.391,3,0,NS
11.408,3,0,NS
11.425,3,0,NS
11.442,3,0,NS
11.459,3,0,NS
11.476,3,0,NS
11.493,3,0,NS
11.51,3,0,NS
11.527,3,0,NS
11.544,3,0,NS
11.561,3,0,NS
11.578,3,0,NS
11.595,3,0,NS
11.612,3,0,NS
11.629,3,0,NS
11.646,2,0,NS
11.663,2,0,NS
11.68,2,0,NS
11.697,2,0,NS
11.714,2,0,NS
11.731,2,0,NS
11.748,2,0,NS
11.765,2,0,NS
11.782,2,0,NS
11.799,2,0,NS
11.816,2,0,NS
11.833,2,0,NS
11.85,2,0,NS
11.867,2,0,NS
11.884,2,0,NS
11.901,2,0,NS
11.918,2,0,NS
11.935,2,0,NS
11.952,2,0,NS
11.97,2,0,NS
11.987,2,0,NS
12.004,2,0,NS
12.021,2,0,NS
12.038,2,0,NS
12.055,2,0,NS
12.072,2,0,NS
12.089,2,0,NS
12.106,2,0,NS
12.123,2,0,NS
12.14,2,0,NS
12.157,2,0,NS
12.174,2,0,NS
12.191,2,0,NS
12.208,2,0,NS
12.225,2,0,NS
12.242,2,0,NS
12.259,2,0,NS
12.276,2,0,NS
12.293,2,0,NS
12.31,2,0,NS
12.327,2,0,NS
12.344,2,0,NS
12.361,2,0,NS
12.378,2,0,NS
12.395,2,0,NS
12.413,2,0,NS
12.43,2,0,NS
12.447,2,0,NS
12.464,2,0,NS
12.481,2,0,NS
12.498,2,0,NS
12.515,2,0,NS
12.532,2,0,NS
12.549,2,0,NS
12.566,2,0,NS
12.583,2,0,NS
12.601,2,0,NS
12.618,2,0,NS
12.635,2,0,NS
12.652,2,0,NS
12.67,2,0,NS
12.687,2,0,NS
12.704,2,0,NS
12.721,2,0,NS
12.738,2,0,NS
12.755,2,0,NS
12.772,2,0,NS
12.789,2,0,NS
12.806,2,0,NS
